Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDB52,OUT019,559.39777
DRG25,OUT027,5305.3506
FDZ13,OUT049,783.929
FDB57,OUT019,608.7992
FDR40,OUT046,1322.4456
NCO14,OUT019,229.70697
NCN19,OUT045,3100.4353
FDQ28,OUT019,408.31036
FDO13,OUT018,2440.648
FDK48,OUT013,1283.615
FDU07,OUT018,2195.6833
FDW20,OUT046,2054.379
FDV12,OUT010,338.28226
FDH24,OUT013,2417.4326
FDV59,OUT049,3537.3542
FDK57,OUT045,2040.1461
FDL16,OUT027,1087.4172
NCQ17,OUT046,2372.2405
FDJ15,OUT018,2775.3464
FDX24,OUT049,1432.3369
FDT47,OUT046,1659.5292
FDT10,OUT049,978.94214
FDZ37,OUT018,1141.2075
FDW43,OUT027,6689.364
DRN36,OUT017,1541.1393
FDJ14,OUT045,1333.5742
FDA32,OUT013,3370.1702
FDJ38,OUT019,562.6387
FDQ57,OUT017,2361.9978
NCQ41,OUT019,582.5343
FDG56,OUT049,982.47723
DRC13,OUT027,3154.8481
FDV55,OUT035,2504.9539
FDQ49,OUT045,2528.6375
FDE29,OUT010,269.3458
FDR03,OUT013,3497.707
FDD45,OUT049,1420.279
FDN38,OUT010,805.9815
FDT56,OUT046,855.347
FDT48,OUT045,3173.932
FDU03,OUT049,3002.9534
FDC56,OUT010,361.143
NCO43,OUT027,2567.8086
FDQ27,OUT017,1809.4922
FDR03,OUT046,3471.229
DRH23,OUT010,265.9235
FDG22,OUT045,681.663
NCJ42,OUT013,1728.4425
FDR24,OUT046,1369.9547
FDW60,OUT035,2921.474
FDJ08,OUT013,3164.3076
DRL59,OUT018,681.9053
FDG60,OUT010,721.4042
FDW27,OUT017,2349.6328
FDX14,OUT018,978.5462
FDC20,OUT013,859.4457
NCS29,OUT018,3469.625
FDJ56,OUT046,1623.8093
FDB20,OUT019,318.18555
FDL28,OUT027,6335.411
FDW01,OUT018,2158.2761
FDL03,OUT046,2967.458
FDX22,OUT049,3615.4556
FDJ21,OUT035,2562.0632
FDR31,OUT045,2330.4426
FDG21,OUT035,2675.7854
FDS22,OUT027,1010.92896
FDK08,OUT035,1644.68
FDE17,OUT018,2134.833
NCN30,OUT017,1547.8867
FDT50,OUT046,1493.5134
NCX42,OUT049,2634.6494
FDJ12,OUT035,3681.9556
NCA18,OUT027,2993.8882
FDP23,OUT019,560.45044
FDX12,OUT013,4070.2332
FDN40,OUT018,2105.178
FDV48,OUT035,1328.3616
NCY54,OUT013,2907.4866
FDL16,OUT010,236.03761
FDR45,OUT018,3297.0115
FDJ52,OUT046,2485.1477
DRG01,OUT017,1312.5398
FDP52,OUT013,4035.7646
FDU58,OUT017,3144.391
FDL02,OUT045,1716.8505
FDG28,OUT013,4190.69
FDA19,OUT035,2108.6707
FDW46,OUT027,1845.1599
NCD43,OUT049,1657.0227
DRG39,OUT013,756.79663
NCF55,OUT049,679.29584
FDJ07,OUT046,1925.1471
FDE08,OUT046,2384.663
FDP56,OUT019,250.32019
FDT45,OUT045,885.6351
FDF17,OUT018,2835.3877
FDX44,OUT046,1356.42
FDM28,OUT027,4924.4395
FDI36,OUT049,3192.5762
FDS07,OUT045,1925.4404
FDD36,OUT045,1944.9042
FDW11,OUT046,943.88464
FDN40,OUT049,2318.2344
NCQ18,OUT049,1527.7733
NCQ54,OUT017,3065.7559
NCS42,OUT045,1448.129
DRH39,OUT010,291.70175
FDC09,OUT027,2646.8945
FDT08,OUT010,486.15918
FDC08,OUT035,3996.5586
FDT20,OUT017,668.16583
FDS35,OUT035,1051.9728
FDX58,OUT018,2949.121
FDW58,OUT046,1679.2261
DRD27,OUT046,1594.6893
FDH32,OUT019,308.3446
FDS26,OUT035,4219.6665
FDQ31,OUT046,1388.7513
FDP11,OUT018,3065.4692
FDD58,OUT017,1653.2832
FDM33,OUT045,3272.7795
FDZ16,OUT049,3185.5134
NCS29,OUT010,761.0818
NCM18,OUT019,276.4468
FDP11,OUT049,3512.66
NCC42,OUT017,2221.0984
DRM23,OUT046,2705.2925
NCN55,OUT027,6215.173
FDK46,OUT013,4155.639
FDR01,OUT046,3192.4282
NCA05,OUT045,2294.2302
NCP43,OUT017,2840.9421
FDR12,OUT010,554.80536
FDQ01,OUT013,3743.9714
FDM13,OUT046,2040.9441
FDQ19,OUT017,4032.2402
FDK56,OUT019,556.0413
NCX06,OUT010,672.1957
FDO56,OUT027,3081.1748
FDU45,OUT045,1836.7279
FDI16,OUT019,266.42587
FDL32,OUT046,1841.2963
FDA07,OUT046,2083.7742
FDA14,OUT045,2422.9307
FDV46,OUT027,3428.72
NCO07,OUT035,3675.2876
NCP41,OUT046,1703.2977
FDY60,OUT018,1781.9332
FDN38,OUT017,3779.8313
FDO15,OUT046,1178.0588
FDT60,OUT013,2158.2507
FDA55,OUT035,3911.9126
FDE02,OUT010,337.90097
DRJ39,OUT049,3494.8699
FDV34,OUT035,1239.1666
FDS20,OUT027,5266.308
FDF02,OUT027,2713.3652
FDW40,OUT017,2244.63
NCB43,OUT046,2936.5793
FDR58,OUT017,1462.6227
DRJ59,OUT035,713.8811
NCD30,OUT017,1671.3573
FDE14,OUT017,1613.9854
FDC28,OUT018,1495.3169
FDU16,OUT018,1102.8518
NCD19,OUT035,923.1295
FDU21,OUT046,657.79785
FDV59,OUT027,5177.595
FDU03,OUT045,3096.9844
FDC33,OUT010,639.9412
NCR42,OUT035,664.81885
DRH59,OUT035,1234.5951
NCM31,OUT035,2103.6328
FDS50,OUT035,3786.4
FDP39,OUT046,842.63745
FDQ55,OUT013,1976.2568
FDV36,OUT019,327.93008
FDI05,OUT027,2261.2405
FDS45,OUT027,2688.3335
FDA39,OUT045,743.8672
FDC37,OUT010,339.92828
FDJ60,OUT027,4396.579
DRQ35,OUT046,2040.2699
NCJ06,OUT046,2004.5272
NCY42,OUT018,2152.02
DRM37,OUT049,3201.3704
FDR14,OUT045,775.3009
FDE51,OUT049,705.7271
FDT33,OUT017,2849.4966
FDR08,OUT013,1854.9106
FDE36,OUT010,578.4465
FDL22,OUT019,339.2066
FDR44,OUT013,2154.6594
FDI56,OUT019,329.2283
FDE47,OUT010,366.95477
FDV27,OUT010,347.3537
FDV10,OUT049,713.4871
FDC40,OUT045,1290.3188
NCX41,OUT013,3424.5017
NCQ38,OUT027,2483.002
FDV12,OUT027,2697.68
FDE52,OUT017,1421.9565
FDG20,OUT027,4799.6226
FDV16,OUT027,961.2572
FDI32,OUT017,1994.4098
FDJ32,OUT049,984.5452
FDN39,OUT018,2432.0576
FDY34,OUT017,2963.1921
FDC14,OUT035,703.1194
FDA55,OUT017,3914.9836
FDZ50,OUT010,663.37427
DRG13,OUT049,2743.8442
FDP01,OUT013,2294.4216
NCG54,OUT017,2933.1252
FDM13,OUT045,2042.5164
NCO18,OUT027,5074.7476
NCW41,OUT013,2504.911
FDM52,OUT027,3759.0583
NCF55,OUT035,680.2134
FDT09,OUT046,2193.9038
NCM19,OUT035,1729.0747
FDW12,OUT018,2098.9155
FDP15,OUT019,595.11884
FDK36,OUT045,820.4142
FDZ25,OUT035,3053.1155
NCW06,OUT049,3133.16
FDW60,OUT046,2908.9153
DRC49,OUT013,2429.8862
NCT17,OUT035,3202.9912
NCN06,OUT018,2472.451
FDC45,OUT013,2838.2617
DRJ47,OUT019,540.3238
NCF06,OUT045,3752.8896
FDE21,OUT010,356.71487
DRG27,OUT013,698.40814
FDW40,OUT049,2195.1155
NCO53,OUT046,2991.1272
FDE23,OUT049,720.81287
FDQ16,OUT046,1733.2881
FDS26,OUT045,3995.0146
FDZ13,OUT010,246.52023
FDS14,OUT049,2386.2217
FDC10,OUT045,1918.118
FDY16,OUT049,3138.3206
FDJ20,OUT035,2134.9172
FDV43,OUT035,713.9748
FDZ32,OUT027,2597.4587
FDR23,OUT046,2746.574
FDN24,OUT035,889.977
FDE34,OUT027,5321.814
FDU31,OUT013,3408.5212
FDW33,OUT018,1522.356
FDU26,OUT046,1897.1268
FDE20,OUT027,3459.6755
NCW05,OUT035,1723.3008
FDB22,OUT018,2160.9568
FDO56,OUT046,1906.2587
FDA19,OUT027,3521.5925
DRI39,OUT045,896.09735
FDH52,OUT018,757.8249
FDZ50,OUT035,3291.2283
NCN42,OUT035,2578.209
FDB53,OUT013,2428.2283
DRG11,OUT017,1709.9441
DRK11,OUT027,3425.3079
FDQ60,OUT017,2078.0173
FDT36,OUT017,662.706
DRG25,OUT018,2672.9155
DRJ23,OUT046,2928.799
FDG05,OUT035,2601.7034
NCK06,OUT018,1819.0736
FDU52,OUT017,2371.9868
FDW07,OUT018,1140.6729
NCM17,OUT045,741.2303
FDA22,OUT045,2903.6587
NCA41,OUT018,2696.9604
FDF38,OUT035,709.7827
FDH52,OUT046,946.3203
FDY58,OUT019,588.02344
FDZ16,OUT045,3055.0955
NCM18,OUT017,1009.1751
FDA22,OUT018,2507.1558
NCJ43,OUT035,2826.6514
FDI34,OUT027,6512.4688
FDG56,OUT046,954.19293
FDS34,OUT046,1994.5125
DRC01,OUT035,798.1949
FDQ04,OUT035,708.061
FDK04,OUT035,901.83606
FDT51,OUT049,1730.0161
FDV26,OUT017,3249.5527
FDS04,OUT049,2147.3176
FDW43,OUT018,3228.3752
FDQ28,OUT010,482.69305
NCK06,OUT017,2187.2034
FDS23,OUT018,1794.2189
FDZ36,OUT019,552.993
FDE56,OUT018,751.27435
FDW10,OUT027,4700.423
NCN14,OUT045,2974.7454
NCQ18,OUT045,1585.8563
FDW08,OUT017,1683.635
FDU43,OUT035,4077.9543
FDR33,OUT010,336.00153
FDM24,OUT010,471.8855
NCZ05,OUT046,1665.1869
NCV41,OUT035,1870.064
FDV11,OUT018,2775.569
NCY05,OUT035,677.8113
FDV44,OUT018,2755.4346
FDW32,OUT049,1309.7109
NCU18,OUT027,3438.3997
NCC43,OUT035,3958.8447
FDW19,OUT013,1750.9369
FDN31,OUT035,3237.0806
FDI48,OUT045,775.9106
FDS24,OUT017,1422.0233
FDF46,OUT049,1924.6926
DRG23,OUT017,2413.4863
FDG14,OUT018,2191.6091
NCY30,OUT049,2850.3616
FDO28,OUT018,1708.6027
DRD24,OUT035,2174.8267
FDI33,OUT049,1425.4242
FDN32,OUT046,3046.1292
FDR16,OUT045,3441.0596
FDF26,OUT046,2335.6091
NCN29,OUT018,687.85785
FDE20,OUT045,2918.9565
FDA46,OUT046,3056.6016
FDU28,OUT045,3000.0842
FDQ48,OUT045,1630.9349
FDV36,OUT013,2211.3882
FDR14,OUT018,730.08386
FDP23,OUT017,3604.6973
FDP56,OUT013,757.52747
FDK48,OUT010,340.76086
FDR48,OUT046,2384.7437
NCY29,OUT049,905.349
FDM22,OUT018,742.9251
DRJ01,OUT013,2535.8022
FDZ43,OUT045,3934.5803
FDV03,OUT035,2514.7317
FDX11,OUT027,4999.24
NCA41,OUT027,5081.374
FDE38,OUT017,2728.4458
FDI27,OUT018,665.37244
FDN32,OUT013,3228.429
NCN43,OUT017,2142.411
FDB47,OUT027,5433.943
FDV03,OUT017,2539.0237
NCN30,OUT045,1565.7056
NCV54,OUT010,365.9973
FDV07,OUT013,1703.7565
FDP07,OUT049,3062.643
FDK48,OUT018,790.9383
FDM15,OUT019,404.95007
FDY19,OUT027,3079.232
FDK46,OUT046,4198.134
FDY11,OUT045,1044.9595
FDH09,OUT046,762.0144
FDO08,OUT027,4432.1064
FDU14,OUT013,4039.82
FDD22,OUT027,3190.0183
FDM27,OUT017,2617.096
FDL02,OUT027,2696.811
NCA17,OUT035,2364.3142
FDE38,OUT019,501.5108
NCG07,OUT049,3209.1973
DRC27,OUT013,4111.2876
FDA27,OUT035,3824.776
FDW40,OUT045,2155.6824
DRI11,OUT013,1917.7742
FDN50,OUT046,1513.9042
FDR12,OUT046,2854.6243
FDT34,OUT027,2688.9219
FDW11,OUT035,1004.5925
NCO30,OUT027,5222.3994
FDZ34,OUT017,3285.5986
FDU45,OUT017,1881.474
NCD42,OUT035,703.66614
FDX25,OUT045,2943.592
NCR29,OUT046,859.0982
FDX43,OUT019,499.1181
FDB04,OUT010,347.90356
FDR49,OUT027,1379.5482
FDS39,OUT018,1759.9723
FDW58,OUT045,1698.214
FDG22,OUT019,198.62943
FDG31,OUT017,1024.8312
NCV53,OUT027,6414.35
DRJ37,OUT035,2480.8613
FDV07,OUT035,1720.7538
FDW52,OUT018,2506.6174
FDT15,OUT045,3127.088
FDD02,OUT018,1701.819
FDM16,OUT035,1066.3417
NCE55,OUT046,2710.4336
FDB57,OUT018,3102.5662
FDQ04,OUT013,717.1156
FDQ47,OUT019,194.14273
FDY14,OUT019,598.5289
DRK37,OUT017,3211.9502
FDO25,OUT017,3401.169
FDL57,OUT046,4292.681
NCK29,OUT018,1760.0822
FDK46,OUT027,6526.948
NCB43,OUT010,592.971
DRE01,OUT027,6327.1855
FDC46,OUT018,2786.9072
FDQ23,OUT045,1672.446
FDX38,OUT049,759.4682
FDG60,OUT018,3306.9092
FDW55,OUT017,4210.555
FDP39,OUT013,758.449
FDB20,OUT018,978.41583
FDV21,OUT017,2103.855
FDZ02,OUT013,1463.3738
FDP19,OUT027,3316.075
FDA38,OUT035,3842.523
FDH22,OUT045,2050.0417
DRM11,OUT045,3951.8838
FDO12,OUT027,5187.975
FDT14,OUT049,2083.0972
FDW34,OUT010,691.40796
FDG04,OUT027,3809.1636
FDW59,OUT018,1151.5168
FDR33,OUT018,1519.8684
FDP32,OUT013,2148.003
FDL13,OUT027,6333.1206
FDD22,OUT013,1953.4814
FDV40,OUT027,1955.6133
NCD55,OUT046,688.6967
FDQ20,OUT010,221.81007
FDD28,OUT045,891.0459
FDC39,OUT045,3424.62
NCR17,OUT049,1950.8296
DRO35,OUT018,1650.291
FDF40,OUT049,4098.2495
FDR31,OUT018,2174.961
NCQ41,OUT017,3224.5647
FDP38,OUT046,753.05615
NCU54,OUT027,5475.3613
FDG22,OUT018,556.0596
DRK59,OUT013,3992.8115
FDC37,OUT046,1697.19
NCO42,OUT013,2355.4893
NCT42,OUT017,2385.1975
FDX27,OUT035,1455.1671
FDV40,OUT018,808.52045
FDT45,OUT027,1679.3871
FDS47,OUT019,323.65588
FDR45,OUT035,4097.509
FDB03,OUT045,3703.4622
FDO49,OUT035,791.51117
FDU60,OUT027,4428.5005
FDB26,OUT018,685.1879
FDB46,OUT017,3459.0032
FDQ37,OUT019,630.3274
FDN03,OUT017,4213.3784
NCX30,OUT045,4090.592
FDK32,OUT019,424.4454
DRM47,OUT013,3144.8499
NCO02,OUT046,1005.03674
FDP04,OUT013,1004.4531
NCO43,OUT049,1779.9677
FDD59,OUT013,1296.9525
FDQ10,OUT017,2993.3643
FDW45,OUT035,2573.7
NCK30,OUT049,4138.399
FDU31,OUT018,2985.5159
NCQ17,OUT019,400.8377
FDN01,OUT017,2879.3638
FDZ19,OUT049,2893.3875
DRG37,OUT017,2618.7107
FDE32,OUT045,634.867
FDO34,OUT049,2892.8943
FDM04,OUT019,246.18227
FDZ25,OUT049,3025.5964
FDU08,OUT049,1621.5588
NCW30,OUT045,3761.517
NCM18,OUT013,962.9834
FDS22,OUT035,717.5177
NCH18,OUT017,3918.372
FDC23,OUT013,2848.809
FDY46,OUT013,2977.551
NCU06,OUT046,3844.857
FDX57,OUT045,1619.896
FDX36,OUT027,5680.4434
FDL16,OUT045,767.4654
FDT16,OUT010,741.0778
FDN16,OUT018,1488.148
FDC03,OUT046,3139.2625
DRF60,OUT013,4190.5986
FDS27,OUT027,5266.8247
FDP33,OUT010,714.3571
FDJ36,OUT018,1491.1462
NCR42,OUT013,655.6405
FDV14,OUT017,1381.7937
NCP42,OUT035,3223.4507
FDB50,OUT027,2384.585
NCC30,OUT027,4626.243
FDA23,OUT018,1499.2369
FDW16,OUT017,1409.6873
FDQ52,OUT010,896.61084
FDB58,OUT049,2193.7273
NCP29,OUT049,1029.5275
NCM05,OUT045,4083.211
FDO25,OUT013,3279.4465
NCM54,OUT046,2152.2087
NCL54,OUT046,2850.5012
FDL39,OUT010,520.6252
FDF53,OUT018,2785.2656
NCQ42,OUT035,2171.8967
FDF58,OUT013,977.94226
FDZ04,OUT035,1047.1937
FDE26,OUT019,331.06964
FDS60,OUT017,2482.728
FDV58,OUT017,2758.1814
FDM04,OUT045,781.8687
FDE08,OUT035,2552.725
NCB43,OUT049,3091.9414
FDU11,OUT010,385.44
FDF22,OUT019,582.0787
FDE24,OUT013,2236.3845
DRJ49,OUT046,2097.745
NCQ53,OUT035,4291.108
NCL41,OUT013,669.57587
FDR22,OUT013,1828.8577
FDH04,OUT035,1491.7505
DRH15,OUT045,711.1071
FDY40,OUT049,763.9176
NCI17,OUT035,1600.0139
NCC18,OUT013,2778.7124
FDY28,OUT027,5453.8325
FDB45,OUT027,2565.8079
NCL30,OUT018,1776.9381
FDM10,OUT017,3573.6587
FDH22,OUT027,3287.4553
NCZ53,OUT017,3249.279
NCI18,OUT013,3572.467
FDH14,OUT027,3494.58
FDR36,OUT027,1015.5427
FDW01,OUT045,2521.2441
FDK02,OUT027,3043.6357
FDJ02,OUT018,2072.6653
FDU55,OUT013,4832.148
NCV18,OUT027,2371.4531
FDH14,OUT018,1788.3307
FDZ37,OUT045,1427.4211
FDX49,OUT049,3764.2227
NCD43,OUT046,1668.5186
FDZ07,OUT013,954.04254
FDK43,OUT035,2131.8325
FDR32,OUT018,3205.8242
FDT39,OUT013,2341.116
NCV54,OUT017,2060.0564
FDF38,OUT018,602.5759
FDV60,OUT046,3096.8674
FDH44,OUT027,3981.582
FDS21,OUT046,940.2148
NCL41,OUT045,671.70245
FDM46,OUT017,1514.9843
FDU27,OUT045,763.20337
NCJ54,OUT017,3854.4006
DRG51,OUT018,2471.4897
NCA29,OUT019,499.40344
FDR47,OUT045,3009.0022
NCL19,OUT027,3319.7646
DRG01,OUT049,1245.8094
FDG10,OUT046,882.28033
NCV05,OUT049,2460.8054
NCH18,OUT019,531.6689
FDV14,OUT018,1142.009
DRJ23,OUT035,3118.5771
DRJ11,OUT046,3046.448
FDZ03,OUT017,3181.7805
FDI27,OUT010,241.66092
FDJ14,OUT018,1068.6932
FDU32,OUT017,2092.4417
FDD47,OUT027,4113.6743
DRF36,OUT035,3331.824
FDM21,OUT046,4251.1567
FDV10,OUT018,608.2999
FDH60,OUT018,2783.1245
FDX47,OUT010,486.20715
FDT19,OUT019,496.16785
FDO11,OUT045,4252.6914
FDH24,OUT027,4046.3584
FDL02,OUT018,1525.2268
FDB02,OUT049,3070.3586
FDA43,OUT046,3075.7383
FDG52,OUT045,769.45374
DRC12,OUT013,3006.1821
FDY37,OUT018,1786.9739
NCU18,OUT045,2173.813
FDU09,OUT035,907.0487
DRJ25,OUT027,1321.3335
DRE12,OUT018,1660.0436
DRL47,OUT017,2173.079
DRK01,OUT046,1510.5271
FDC22,OUT019,541.6823
FDG44,OUT013,860.9738
FDW04,OUT035,2105.7302
FDK09,OUT049,3836.0002
NCN43,OUT035,2147.3357
FDG04,OUT049,3237.524
FDH32,OUT010,327.89606
DRI47,OUT017,2587.3381
DRE15,OUT013,1173.5956
FDY11,OUT035,1062.3959
FDO60,OUT049,719.0297
FDQ20,OUT018,597.9066
FDO57,OUT027,4005.6462
FDT14,OUT019,292.78275
FDA57,OUT049,694.9846
DRN35,OUT017,702.42035
FDJ03,OUT046,747.9463
FDX28,OUT017,1655.0488
DRE25,OUT045,1445.5856
FDR09,OUT046,4000.157
FDB23,OUT035,3944.7783
FDO08,OUT045,2708.2854
FDQ23,OUT049,1625.0875
FDW04,OUT013,2138.5679
DRK13,OUT010,636.8996
NCL17,OUT027,3446.8086
FDY21,OUT035,3183.936
FDJ38,OUT027,4722.31
FDA37,OUT019,323.7998
FDV43,OUT013,711.9237
FDL36,OUT046,1428.6029
FDD53,OUT045,691.6363
FDZ19,OUT010,536.1848
FDV21,OUT045,2063.8591
NCL54,OUT018,2708.7778
DRI47,OUT027,3439.8403
DRG03,OUT049,2487.1697
FDG21,OUT013,2558.7544
FDW03,OUT018,1628.4442
NCI55,OUT046,2222.6033
DRC36,OUT019,515.4713
FDH22,OUT017,2087.3918
FDV20,OUT045,2182.071
NCU41,OUT027,5125.2876
FDN46,OUT027,2674.2278
FDK50,OUT045,2644.3438
NCA05,OUT027,3833.8442
DRH01,OUT018,2773.851
FDT08,OUT018,2137.5352
FDM08,OUT018,3229.6536
FDZ07,OUT035,993.5
FDS22,OUT017,788.84283
FDV35,OUT027,3942.8342
FDI28,OUT010,331.48282
FDW58,OUT027,2583.1538
FDT52,OUT045,3934.9304
FDY34,OUT046,2696.2817
FDR10,OUT046,2655.0127
FDK57,OUT017,2066.061
FDR02,OUT027,2427.0771
FDX49,OUT046,3667.2393
FDQ20,OUT046,696.64044
DRK23,OUT045,4198.9346
NCW06,OUT046,2981.515
FDR31,OUT017,2372.0496
NCE43,OUT013,2918.671
DRO59,OUT027,2050.4417
FDN09,OUT049,4204.2544
FDR11,OUT046,2554.1484
FDO57,OUT013,2403.1975
NCX18,OUT017,3229.8804
FDB05,OUT018,3419.875
FDQ08,OUT018,755.2112
NCG43,OUT035,1516.5842
FDJ56,OUT013,1636.3048
FDA13,OUT010,198.2875
FDO56,OUT017,1927.4261
FDB37,OUT018,3550.182
FDZ02,OUT018,1332.4681
FDQ24,OUT046,4023.2937
FDM16,OUT013,1012.9737
FDU35,OUT049,1634.826
FDT35,OUT035,2831.1782
NCX30,OUT049,4335.936
FDG04,OUT017,3263.9993
FDI12,OUT035,1416.3556
FDE35,OUT035,997.6929
NCP14,OUT027,2657.3342
NCY53,OUT045,1783.606
FDP49,OUT017,898.3845
FDQ04,OUT017,725.4949
FDM39,OUT035,2791.7307
FDO58,OUT019,488.9717
FDC56,OUT017,1958.232
NCQ54,OUT046,2865.6816
FDV10,OUT027,1014.26385
NCK17,OUT046,699.9282
NCF55,OUT027,962.56946
FDV33,OUT013,4486.7637
NCH29,OUT019,316.7565
FDA37,OUT027,3181.1187
FDH46,OUT018,1502.859
FDS25,OUT035,1740.8239
FDH04,OUT027,2367.5933
FDX52,OUT046,3089.8044
NCD42,OUT017,700.6274
FDW47,OUT017,2134.0576
FDL25,OUT027,2472.9785
NCJ06,OUT010,381.28818
FDY09,OUT013,2999.0093
FDS40,OUT046,649.2047
FDH41,OUT017,3432.0908
FDG38,OUT035,1431.558
FDU03,OUT027,4957.9644
FDV20,OUT046,2158.416
DRB13,OUT045,3079.0176
NCQ30,OUT013,1987.2168
NCH06,OUT013,4044.3767
FDU50,OUT018,1622.5135
NCO42,OUT019,428.2919
FDW09,OUT018,978.05347
FDH04,OUT013,1405.5975
FDC21,OUT045,1657.6237
FDL21,OUT049,735.48157
FDM46,OUT010,322.88733
FDT22,OUT019,273.63266
FDB28,OUT035,3122.4714
FDI12,OUT018,1196.2163
FDA28,OUT045,2130.0479
FDF59,OUT013,2146.0198
FDM45,OUT027,3134.0002
FDQ56,OUT017,1404.104
FDR46,OUT049,2510.0132
FDT01,OUT013,3306.8213
FDD16,OUT027,2087.9717
NCU30,OUT010,575.22974
FDM40,OUT010,478.07968
FDI56,OUT035,1484.1332
NCS30,OUT013,2126.589
FDU08,OUT017,1658.9154
FDX51,OUT027,5396.8467
FDA43,OUT045,3119.6006
FDX59,OUT010,201.19843
FDC37,OUT018,1524.3468
FDP58,OUT013,3271.2449
NCY42,OUT035,2143.6506
FDF21,OUT018,2774.4119
FDU10,OUT027,970.04126
DRL47,OUT018,1750.5481
FDA58,OUT018,3129.724
FDJ22,OUT049,3016.1367
FDK50,OUT046,2557.5815
FDO38,OUT035,1336.3257
DRF60,OUT035,4041.342
NCZ42,OUT019,646.0981
FDD35,OUT049,2005.7953
FDL25,OUT045,1429.8765
FDJ16,OUT013,859.1527
DRK59,OUT049,4009.2866
FDI50,OUT046,3888.439
NCB19,OUT045,1428.5316
DRI37,OUT035,988.1874
FDA14,OUT027,3401.639
FDC08,OUT018,3219.66
FDS45,OUT046,1859.2954
FDI21,OUT049,1119.295
DRJ47,OUT035,2835.653
DRE37,OUT027,4919.5234
FDT55,OUT018,2384.8625
NCG42,OUT027,3405.542
FDA31,OUT049,2905.9268
NCW42,OUT046,3487.949
FDF50,OUT017,3148.7686
FDK56,OUT049,3265.3223
FDX10,OUT035,672.95105
NCK07,OUT027,3758.3518
FDZ49,OUT017,3637.4158
FDR33,OUT013,1684.911
FDO44,OUT018,1556.6615
FDA20,OUT046,3206.7058
NCL30,OUT045,2160.52
FDI05,OUT019,284.7522
FDQ12,OUT018,3252.0686
FDH47,OUT017,1566.8751
FDH34,OUT018,2590.379
FDF29,OUT046,2151.078
FDG40,OUT018,556.65295
NCE18,OUT017,4185.64
FDP21,OUT010,667.8876
FDY50,OUT013,1426.7356
FDB36,OUT049,2220.8079
NCZ29,OUT049,2175.61
FDU20,OUT018,1718.2856
FDO56,OUT013,1960.8165
FDW31,OUT049,3235.0608
DRH59,OUT013,1178.4585
NCB30,OUT017,3197.437
FDK43,OUT027,3204.8398
FDW43,OUT045,3930.293
NCL19,OUT017,2292.0745
FDJ27,OUT046,1616.5746
FDC45,OUT046,2680.7502
FDY40,OUT035,788.4255
NCM41,OUT035,1465.6154
NCK18,OUT019,576.18524
FDP37,OUT049,2256.6882
FDA27,OUT027,6350.5767
NCX30,OUT035,4095.36
FDR09,OUT017,4057.3862
FDG08,OUT027,4309.9795
NCU30,OUT013,2635.7524
FDB16,OUT017,1398.8013
FDM16,OUT017,1066.3417
FDC48,OUT013,1282.7445
NCF18,OUT046,2902.9138
FDU46,OUT018,1164.6985
FDH41,OUT018,3057.8645
NCN42,OUT010,481.69354
FDU49,OUT046,1423.1375
FDB20,OUT027,2169.8574
FDG50,OUT019,349.76318
FDW20,OUT045,2106.8828
NCO55,OUT049,1701.1385
FDX48,OUT046,2414.1592
FDU48,OUT046,2104.768
FDR48,OUT019,403.9305
FDK27,OUT013,2135.8835
FDT35,OUT013,2775.8494
FDN12,OUT049,1756.0912
NCE31,OUT019,196.06053
FDL21,OUT017,742.7106
FDV56,OUT017,1722.8646
FDR16,OUT017,3421.287
NCP41,OUT049,1723.9839
FDJ27,OUT013,1635.9822
FDA07,OUT017,2121.597
FDK55,OUT049,1417.0004
FDM33,OUT049,3473.546
FDY46,OUT046,2911.1497
FDD36,OUT046,1942.4574
FDB12,OUT027,2759.9023
FDF28,OUT019,327.632
NCE07,OUT019,371.2722
FDW50,OUT027,3841.324
NCW18,OUT017,3856.282
NCJ17,OUT019,325.94977
DRZ24,OUT010,370.96634
FDS07,OUT035,1951.1741
NCW05,OUT010,330.14218
FDZ22,OUT018,1072.1857
FDK02,OUT046,1925.437
FDZ45,OUT027,5214.0654
FDL25,OUT046,1375.0234
FDS08,OUT045,2730.9673
NCZ42,OUT027,6580.4233
FDX57,OUT035,1578.5863
FDF21,OUT046,3102.4783
FDJ56,OUT018,1433.7123
FDX10,OUT013,671.13306
DRG48,OUT035,2390.8884
DRN37,OUT046,2662.9685
NCY41,OUT018,565.2013
FDN28,OUT045,1650.328
FDE34,OUT045,2976.4805
FDR10,OUT045,2759.4082
FDC32,OUT017,1463.6886
DRG13,OUT046,2611.1797
FDP59,OUT049,1613.9434
NCT53,OUT010,543.5516
FDL57,OUT027,6090.901
FDN32,OUT010,606.8237
FDK09,OUT018,3146.9692
FDA52,OUT010,465.27527
FDC57,OUT049,3104.3125
FDI09,OUT035,3739.713
NCB07,OUT046,2941.8364
FDP26,OUT035,1649.754
FDP40,OUT027,2964.3167
FDL15,OUT013,2512.9636
FDV07,OUT046,1726.1272
FDS03,OUT017,1052.0885
FDE50,OUT049,3114.788
FDQ15,OUT017,1299.0328
FDQ33,OUT010,477.18567
FDT22,OUT013,862.4834
DRO35,OUT035,1957.8746
FDJ41,OUT049,4527.7773
FDQ27,OUT035,1851.9589
